상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
고다시,카페,제주특별자치도,제주시,33.47400801,126.5263512,31,15,27,143mbps
카페판포리,카페,제주특별자치도,제주시,33.36316255,126.201985,10,3,8,85mbps
아미고라운드,카페,제주특별자치도,서귀포시,33.24244666,126.3752195,21,5,11,106mbps
엠에이치컴퍼니산노루,카페,제주특별자치도,제주시,33.33003816,126.2133067,39,7,21,79mbps
티타임커피,카페,제주특별자치도,제주시,33.96309386,126.2976513,32,8,14,119mbps
더그레이스,카페,제주특별자치도,제주시,33.3213676,126.2412959,36,18,31,142mbps
유나카페,카페,제주특별자치도,서귀포시,33.26601391,126.6418238,11,2,4,92mbps
숑,카페,제주특별자치도,서귀포시,33.26634121,126.6427669,48,9,42,136mbps
록록,카페,제주특별자치도,제주시,33.52885087,126.8789343,15,3,6,136mbps
레프트핸더,카페,제주특별자치도,제주시,33.52019012,126.8649961,34,11,17,142mbps
콜라비,카페,제주특별자치도,제주시,33.4281614,126.6746216,17,8,16,70mbps
버드아일랜드,카페,제주특별자치도,제주시,33.4639907,126.4559256,39,19,37,102mbps
아줄레주,카페,제주특별자치도,서귀포시,33.36698454,126.8391652,19,4,11,97mbps
양철공,카페,제주특별자치도,서귀포시,33.24430598,126.5690012,23,7,12,145mbps
달비치,카페,제주특별자치도,제주시,33.55507964,126.7972082,22,4,4,139mbps
소길다방,카페,제주특별자치도,제주시,33.43881064,126.37944,36,18,18,66mbps
카페시소,카페,제주특별자치도,제주시,33.54344647,126.6348801,26,8,23,94mbps
마당별,카페,제주특별자치도,서귀포시,33.25146233,126.4394331,48,16,33,114mbps
272커피,카페,제주특별자치도,제주시,33.49978104,126.5254253,13,4,13,71mbps
카페,카페,제주특별자치도,제주시,33.40721769,126.3340205,17,4,11,96mbps
해당화다방,카페,제주특별자치도,서귀포시,33.24923845,126.5665626,19,3,10,138mbps
아이올레인포레스트,카페,제주특별자치도,제주시,33.51836883,126.7877679,30,15,10,62mbps
낭커피,카페,제주특별자치도,서귀포시,33.29157606,126.6092218,20,4,3,93mbps
싱싱프루츠,카페,제주특별자치도,제주시,33.48939522,126.5399114,23,11,15,78mbps
커피516,카페,제주특별자치도,서귀포시,33.2560736,126.5772711,44,8,29,139mbps
메종드카페,카페,제주특별자치도,제주시,33.49953427,126.522209,17,5,3,143mbps
헤이브라더,카페,제주특별자치도,서귀포시,33.22558964,126.2996559,42,8,37,136mbps
투썸플레이스엠제이벤처오름점,카페,제주특별자치도,제주시,33.45456409,126.5719544,24,4,9,64mbps
매일더탐나,카페,제주특별자치도,서귀포시,33.30669727,126.7828487,34,6,23,148mbps
별빛카페,카페,제주특별자치도,제주시,33.4482497,126.5506687,32,8,21,107mbps
아침미소목,카페,제주특별자치도,제주시,33.45479293,126.5862479,38,9,22,70mbps
커피냅로스터스제주,카페,제주특별자치도,제주시,33.48918697,126.4137068,29,5,19,141mbps
놀소랑,카페,제주특별자치도,서귀포시,33.27452275,126.6226721,12,4,12,110mbps
시,카페,제주특별자치도,서귀포시,33.25724042,126.5704616,19,4,16,104mbps
미엘드세화,카페,제주특별자치도,제주시,33.52452334,126.8618461,28,14,23,65mbps
에이바우트커피베라체점,카페,제주특별자치도,제주시,33.49208322,126.5426841,41,13,39,87mbps
설빙제주삼화점,카페,제주특별자치도,제주시,33.51561842,126.5766805,49,12,47,71mbps
바누카페,카페,제주특별자치도,제주시,33.5347728,126.6286939,43,21,35,57mbps
예스예스커피,카페,제주특별자치도,제주시,33.4871059,126.5376854,42,21,31,84mbps
벌툰제주한라대점,카페,제주특별자치도,제주시,33.47608677,126.4803687,43,10,37,63mbps
수마,카페,제주특별자치도,서귀포시,33.46099252,126.9338778,29,5,24,142mbps
퍼스트스퀘어,카페,제주특별자치도,서귀포시,33.25318995,126.5595357,24,12,18,57mbps
풍년다방카페,카페,제주특별자치도,서귀포시,33.25013125,126.5640365,25,5,7,62mbps
이디야커피시청고산동산점,카페,제주특별자치도,제주시,33.49640618,126.5317712,41,8,29,133mbps
케이로컬,카페,제주특별자치도,서귀포시,33.24392289,126.2184997,39,9,23,112mbps
단수이카스테라인제주,카페,제주특별자치도,제주시,33.46272981,126.4521363,30,6,16,63mbps
빛채움천연염색체험까페,카페,제주특별자치도,서귀포시,33.39387248,126.7971965,46,9,42,114mbps
지금;여기,카페,제주특별자치도,서귀포시,33.25241281,126.5590459,42,10,23,69mbps
오로라공주,카페,제주특별자치도,서귀포시,33.2628656,126.3483402,25,8,21,112mbps
벨롱,카페,제주특별자치도,제주시,33.52826534,126.8794626,13,6,1,93mbps
설빙제주,카페,제주특별자치도,제주시,33.49803094,126.52989,24,12,4,68mbps
호다,카페,제주특별자치도,제주시,33.54284182,126.6633072,44,8,33,71mbps
킵미클로즈,카페,제주특별자치도,제주시,33.5121669,126.4843184,31,6,13,147mbps
봉꾸라주,카페,제주특별자치도,서귀포시,33.25428627,126.5057771,44,14,44,76mbps
디케이리,카페,제주특별자치도,제주시,33.51285797,126.5287981,37,18,29,77mbps
시차,카페,제주특별자치도,제주시,33.44162411,126.2826004,50,10,42,110mbps
유라디,카페,제주특별자치도,제주시,33.47143141,126.5511086,35,8,23,126mbps
투썸플레이스연북로점,카페,제주특별자치도,제주시,33.4819403,126.5028851,15,3,14,134mbps
미소,카페,제주특별자치도,제주시,33.51277304,126.5184337,36,18,31,111mbps
더벤티제주,카페,제주특별자치도,제주시,33.50513597,126.5372021,31,10,23,93mbps
카페코랫,카페,제주특별자치도,제주시,33.43981181,126.329298,48,24,28,132mbps
카페폴린,카페,제주특별자치도,서귀포시,33.24612527,126.5736493,30,15,16,87mbps
더벤티제주,카페,제주특별자치도,제주시,33.48668966,126.478261,45,11,38,50mbps
다소재티하우스,카페,제주특별자치도,제주시,33.50449313,126.5245816,48,24,31,148mbps
바람,카페,제주특별자치도,제주시,33.44665045,126.5547208,42,10,39,84mbps
모니카플라워까페,카페,제주특별자치도,제주시,33.46737413,126.5486015,43,10,43,149mbps
수하리,카페,제주특별자치도,서귀포시,33.40767535,126.8998722,28,9,12,78mbps
달콤커피제주,카페,제주특별자치도,제주시,33.50593974,126.495957,47,11,35,51mbps
모멘터리커피,카페,제주특별자치도,제주시,33.55645234,126.7537214,21,7,14,53mbps
바다는김녕,카페,제주특별자치도,제주시,33.55806866,126.754966,45,9,33,145mbps
율커피,카페,제주특별자치도,서귀포시,33.27525964,126.70137,36,12,32,111mbps
스트릿16,카페,제주특별자치도,제주시,33.51453415,126.5122889,41,20,35,56mbps
블루마운틴4255,카페,제주특별자치도,서귀포시,33.38008267,126.8373034,45,15,40,142mbps
빽다방빵연구소제주연동점,카페,제주특별자치도,제주시,33.48375064,126.48694,48,16,35,81mbps
안녕구움,카페,제주특별자치도,제주시,33.3054016,126.1790936,24,6,21,122mbps
벌크커피서귀포,카페,제주특별자치도,서귀포시,33.25229787,126.5571471,22,11,16,106mbps
수상한언니들,카페,제주특별자치도,제주시,33.52048552,126.5658281,47,15,29,94mbps
센잇,카페,제주특별자치도,제주시,33.51191849,126.5236047,32,16,26,121mbps
봄봄표선점,카페,제주특별자치도,서귀포시,33.32571816,126.8330977,36,18,22,64mbps
사계2499,카페,제주특별자치도,서귀포시,33.2311132,126.2958677,46,15,37,130mbps
쏘잉싸롱,카페,제주특별자치도,제주시,33.3226201,126.2621303,45,11,42,138mbps
가을남자의커피향기,카페,제주특별자치도,제주시,33.46593337,126.3347981,36,9,36,111mbps
협재이길,카페,제주특별자치도,제주시,33.39255708,126.2412369,38,19,31,112mbps
트리앤,카페,제주특별자치도,제주시,33.5439787,126.6737361,34,17,23,91mbps
머스태쉬커피MustacheCoffee,카페,제주특별자치도,제주시,33.46406995,126.3220116,29,7,14,111mbps
커피온다,카페,제주특별자치도,제주시,33.49946867,126.5215636,10,5,5,114mbps
리썸룸lissomroom,카페,제주특별자치도,제주시,33.45980998,126.4343635,10,2,3,64mbps
휴메인제주성산지점,카페,제주특별자치도,서귀포시,33.37275505,126.8538551,19,4,19,83mbps
시연,카페,제주특별자치도,제주시,33.49688027,126.4517276,33,8,31,81mbps
살롱드라방,카페,제주특별자치도,제주시,33.45786718,126.3489503,13,6,7,94mbps
요거랑,카페,제주특별자치도,제주시,33.49398455,126.547312,17,8,12,52mbps
연출까페,카페,제주특별자치도,서귀포시,33.27871605,126.7181683,49,12,35,94mbps
천사카페,카페,제주특별자치도,서귀포시,33.44723103,126.9143892,38,9,30,59mbps
리앤오컴퍼니,카페,제주특별자치도,서귀포시,33.27520828,126.6570069,45,15,41,122mbps
가온해,카페,제주특별자치도,서귀포시,33.23492509,126.367677,29,5,15,150mbps
하늘정원,카페,제주특별자치도,서귀포시,33.25273905,126.5569732,41,10,40,107mbps
차한모금,카페,제주특별자치도,제주시,33.53773785,126.837181,13,4,6,138mbps
용용다방,카페,제주특별자치도,서귀포시,33.32698143,126.8338364,15,3,0,96mbps
백주산보,카페,제주특별자치도,서귀포시,33.24395964,126.5947121,30,6,21,90mbps
카페,카페,제주특별자치도,서귀포시,33.24155689,126.5366431,16,4,3,111mbps
네꼬야티하우스,카페,제주특별자치도,제주시,33.48567077,126.4156135,19,3,11,109mbps
림벅애월점,카페,제주특별자치도,제주시,33.48604562,126.414804,44,8,26,102mbps
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.25106156,126.5111285,39,7,19,112mbps
돌트멍으로드는보름,카페,제주특별자치도,제주시,33.50626247,126.631065,14,7,5,84mbps
곱닥헌,카페,제주특별자치도,서귀포시,33.22384733,126.2557948,23,11,20,145mbps
모네의숲,카페,제주특별자치도,제주시,33.33934339,126.2679938,41,20,28,115mbps
와흘을그리다,카페,제주특별자치도,제주시,33.462691,126.6604549,16,5,10,104mbps
토산부부,카페,제주특별자치도,서귀포시,33.30888651,126.7818662,27,9,27,132mbps
그레이스팜,카페,제주특별자치도,서귀포시,33.24759058,126.5857032,11,2,5,86mbps
날쌘카페제주,카페,제주특별자치도,제주시,33.4945169,126.5352464,18,6,17,93mbps
추자향기,카페,제주특별자치도,제주시,33.96281876,126.2952625,49,24,30,137mbps
디저트39제주시청,카페,제주특별자치도,제주시,33.50135771,126.5298612,26,13,24,150mbps
양지,카페,제주특별자치도,제주시,33.5131231,126.532144,11,2,4,60mbps
달리는커피아라점,카페,제주특별자치도,제주시,33.47426639,126.5447788,11,3,2,133mbps
카페엔이오,카페,제주특별자치도,서귀포시,33.27769955,126.6853248,19,4,9,102mbps
망고블루,카페,제주특별자치도,제주시,33.54140049,126.6670919,45,15,36,71mbps
달리는커피한림점,카페,제주특별자치도,제주시,33.4130124,126.2649145,45,9,36,94mbps
흰당나귀,카페,제주특별자치도,제주시,33.55385458,126.7075974,24,8,6,150mbps
홀리브,카페,제주특별자치도,제주시,33.5375589,126.64411,33,6,19,102mbps
애월더힐,카페,제주특별자치도,제주시,33.44157,126.4015525,50,10,42,93mbps
바램,카페,제주특별자치도,서귀포시,33.31116006,126.3525771,36,12,29,77mbps
스나오(素直),카페,제주특별자치도,서귀포시,33.26161321,126.6173615,44,14,44,138mbps
블루오션,카페,제주특별자치도,제주시,33.51343126,126.9574849,17,5,11,57mbps
고산2리복지회신수카페,카페,제주특별자치도,제주시,33.3027058,126.1984238,39,19,26,132mbps
에이바우트제대,카페,제주특별자치도,제주시,33.44931472,126.5585146,15,5,9,142mbps
에이바우트커피뷰하귀점,카페,제주특별자치도,제주시,33.48645693,126.4083884,24,4,24,87mbps
모슬포정미소,카페,제주특별자치도,서귀포시,33.22298849,126.2524015,17,8,8,52mbps
그래니,카페,제주특별자치도,제주시,33.51134646,126.5179035,49,12,33,106mbps
용학,카페,제주특별자치도,제주시,33.50514783,126.6953094,15,3,15,134mbps
에이바우트커피정부종합,카페,제주특별자치도,제주시,33.49014152,126.5273932,33,16,21,100mbps
이면,카페,제주특별자치도,제주시,33.38858963,126.226558,45,15,26,66mbps
머문,카페,제주특별자치도,제주시,33.55557314,126.7957641,28,9,16,53mbps
디바인커피,카페,제주특별자치도,제주시,33.49772875,126.969018,38,7,30,107mbps
한량,카페,제주특별자치도,제주시,33.48210512,126.4750714,36,18,28,133mbps
카페보리다,카페,제주특별자치도,제주시,33.49662917,126.5335241,46,15,37,100mbps
취향의섬,카페,제주특별자치도,서귀포시,33.27438384,126.6898234,19,6,12,131mbps
반디,카페,제주특별자치도,제주시,33.31614037,126.2565471,25,6,23,147mbps
투썸플레이스제주,카페,제주특별자치도,제주시,33.49476072,126.532953,31,15,15,150mbps
그림책카페노란우산,카페,제주특별자치도,서귀포시,33.28851297,126.3028251,33,16,16,129mbps
지장샘로13,카페,제주특별자치도,서귀포시,33.26547999,126.5597745,46,15,27,83mbps
쁠랑뜨,카페,제주특별자치도,제주시,33.45280188,126.4854874,19,4,14,124mbps
스몰홀더,카페,제주특별자치도,제주시,33.39543943,126.2422652,32,6,25,86mbps
향다방,카페,제주특별자치도,서귀포시,33.32651149,126.833021,23,7,19,113mbps
드라마컴퍼니,카페,제주특별자치도,제주시,33.45631865,126.427997,46,15,43,120mbps
별인애월,카페,제주특별자치도,제주시,33.46878732,126.3667262,30,10,17,117mbps
서귀샌드,카페,제주특별자치도,서귀포시,33.24682751,126.5578614,38,12,34,82mbps
디베스트커피,카페,제주특별자치도,서귀포시,33.17439409,126.2711157,35,7,15,79mbps
글라스어니언,카페,제주특별자치도,서귀포시,33.24642534,126.4341431,32,16,16,52mbps
펠롱,카페,제주특별자치도,제주시,33.49595801,126.5300841,40,20,25,110mbps
만남,카페,제주특별자치도,제주시,33.52362257,126.8546891,24,4,16,91mbps
더카이로스,카페,제주특별자치도,제주시,33.44926269,126.400123,13,3,7,72mbps
베이스노트,카페,제주특별자치도,제주시,33.48774428,126.5000759,45,22,42,107mbps
미술카페쌤,카페,제주특별자치도,제주시,33.33264251,126.2600481,16,5,9,81mbps
이디,카페,제주특별자치도,제주시,33.52396444,126.8619331,31,10,30,130mbps
우주인,카페,제주특별자치도,제주시,33.36742755,126.2453125,42,14,22,91mbps
투썸플레이스제주,카페,제주특별자치도,제주시,33.49476072,126.532953,34,11,16,75mbps
델문도,카페,제주특별자치도,제주시,33.54369487,126.6687089,23,5,5,80mbps
카페나모나모베이커리,카페,제주특별자치도,제주시,33.50890519,126.4719607,46,11,41,96mbps
안트레,카페,제주특별자치도,서귀포시,33.27854162,126.6370066,49,9,42,102mbps
다린,카페,제주특별자치도,서귀포시,33.23652891,126.5138381,23,4,10,80mbps
